0,1,2,3,4,5,6
5428,Atendimento simpatico.Comida feita na hora e bem confeccionada. Doses generosas.Tem meias doses que sao igualmente generosas.Preco agradavel. O espaco e um pouco frio e a precisar dalguma atencao para o tornar mais acolhedor.Merece esse esforco. E para voltar,3,positive,Beja,outubro,2020
5429,Comida caseira muito saborosa e a precos muito acessiveis! Simpatia no atendimento. Recomendo vivamente!,3,positive,eficiente,agosto,2020
5430,"E impossivel nao gostar dos pratos do tem havondo, caseiros e bem confecionados. Relevancia especial para as migas e porco iberico. Staff simpatico. Voltaremos",3,negative,duvida,agosto,2020
5431,"O servico muito simpatico e caseiro, ambiente agradavel e refeicoes muito boas e com boa apresentacao mas acho que podiam reduzir um bocadinho as doses.",3,positive,servico,agosto,2020
5432,"Um espaco despretensioso, um atendimento simpatico e atento. A comida, na boa linha alentejana, com a originalidade do pure de batata doce a acompanhar excelentes bochechas no forno. E a prova continua com uns secretos e lagartos grelhados com migas de coentros. Muito bom nivel, Chegamos eram cerca das 12h40 e eramos 5 pessoas, aparementemente o restaurante nao se encontrava cheio (existiam mesas vazias), no entanto foi-nos dito prontamente que nao tinham mesa vaga nem poderiam dar nenhuma perspetiva. Tinha tudo para correr bem mas nem chegou a acontecer.",3,positive,simpatico,janeiro,2020
5433,"Comida tipica, saborosa e com um preco acessivel. As migas sao fantasticas e o pessoal muito simpatico",3,positive,melhores,janeiro,2020
5434,"O restaurante foi renovado e tem uma nova equipa. O ambiente nao e mau, mas estava quase vazio. O empregado de mesa foi simpatico e disponivel. O servico foi rapido. Tudo muito limpo. A ementa nao surpreende. A confeccao dos pratos tambem nao e ma, Restaurante sossegado com comidinha deliciosa confeccionada na hora... adoramos as migas e a carne de porco iberico era de chorar por mais Adorooo uma refeicao em que da primeira a ultima garfada faco hum hummm!! O porco iberico com migas e para alem da experiencia sensorial - recomendo com um largo sorriso! Deste restaurante jamais se TEM AVONDO (tenho sempre vontade de voltar!)",3,positive,entradas deliciosas,outubro,2019
5435,Dos melhores restaurantes de Beja na relacao qualidade/preco. Pratos muito bem confeccionados e atendimento excelente.,3,positive,deliciosas,setembro,2019
5436,Adoramos. Todos muito simpaticos. Comida boa e farta. Vale a pena fazer um desvio e ir almocar aqui no Tem Avondo. Preco bom.,3,positive,entradas,agosto,2019
5437,"Estava tudo muito bom. Eu comi um bitoque de frango, o meu marido uma feijoada. Comer caseiro e muito bem confeccionada. Atendimento 5*.um lugar a repetir!",3,positive,pratos com requinte,agosto,2019
5438,"Em terras do Alentejo, foi um perfeito Gaspacho que me acolheu. Refeicao agradavel, atendimento simpatico. Boa opcao no centro de Beja. Recomendo, ate pelos piteus alentejanos presentes na ementa. So faltou uma sericaia para terminar em beleza,  uma bela refeicao.",3,negative,requinte,julho,2019
5439,Comida de muito boa qualidade e extremamente bem confecionada/saborosa. Pessoal extremamente simpatico e acolhedor.Entradas boas. Foi o local onde comi a melhor sopa de cacao ate hoje. A repetir certamente.,3,positive,Servico amavel,julho,2019
5440,"Pedimos um arroz de polvo uma salada de grao e um alheira frita e estava divinal ! Tudo muito bom , atendimento tambem muito bom , com certeza que vou voltar ca",3,positive,amavel e atencioso,julho,2019
5441,"Pessoal extremamente simpatico e acolhedor. Entradas, pratos principais e sobremesas TOP!!!Recomendo vivamente. Iremos regressar!!!",3,positive,Servico,junho,2019
5442,Comida muito bem confeccionada! Ambiente familiar e muito acolhedor. Precos acessiveis e empregados muito simpaticos e profissionais.,3,positive,atencioso,junho,2019
5443,"Espaco agradavel Simpatia no atendimento, com bastante preocupacao com o cliente Recomendo as tradicionais migas e o bacalhau com espinafres Bom preco",3,positive,tempo intimista,junho,2019
5444,"O bacalhau gratinado e simplesmente delicioso, doses bem generosas, a alheira com ovo e do melhor que ja comi. Recomendo",3,positive,pratos,maio,2019
5445,"Excelente comida alentejana. Recomendo as migas com poejo. Eramos um gurpo de 13 pessoas para um jantar ja tardio. O servico inicialmente foi um bocado desorganizado ao tirarem o pedido dos pratos e das bebidas assim como das entradas. Contudo com o decorrer da refeicao Bom restaurante, desde a qualidade da comida a simpatia no atendimento. Os pratos sao bem servidos. Boa relacao qualidade/preco. Quando voltar a Beja esta num dos pontos a visitar.",3,positive,intimista,maio,2019
5446,"Gostei muito deste espaco mandamos vir bacalhau gratinado,vitela estufada,bife de frango com natas e salada de polvo tudo muito bom,atendimento simpatico preco /qualidade excelente. Recomendo.",3,positive,amavel,abril,2019
5447,"Excelente comida alentejana, confeccionada de modo artesanal. As migas com porco iberico sao divinais e as iscas sao tambem de referencia. O atendimento e um pouco confuso mas tipicamente familiar e agradavel.",3,positive,mesmo tempo intimista,abril,2019
5448,"Fui a procura de comida tipica. Aqui encontrei... uma bela tomatada, a acompanhar uns lagartos de porco preto grelhados. Uma maravilha, de fazer correr agua na boca! A sobremesa era otima tambem. A repetir!",3,positive,espaco,abril,2019
5449,"Simpatia no atendimento, boa comida, boa climatizacao face ao calor da epoca. Bem situado a nivel geografico com estacionamento por perto",3,positive,grandioso,janeiro,2019
5450,"Com uma nova gerencia, melhorou! Um atendimento pessoal e muito simpatico com grande nivel de eficacia. A cozinha tem pratos muito bons, saliento o porco preto e a sopa de cacao, e a um preco muito justo. Nao esquecer a sobremesa o leite creme e Com este calor so o que apetece e um bom gaspacho com carapaus fritos e que ha agora por esta altura como prato do dia neste restaurante.",3,positive,mesmo,dezembro,2018
5451,Comida caseira; servico rapido. Atendimento simpatico; Local para estacionar. Economico. Facil acesso.,3,positive,tempo,outubro,2018
5452,"Espaco bom com muito bom aspecto. Como o prato do dia, uma vitela estufada muito boa. Tenho de ir jantar para conhecer melhor.",3,positive,espaco grandioso,outubro,2018
5453,"Apos pesquisa no Tripadviser para jantar em Beja, decidimos por este espaco. Nao se adequa a restaurante alentejano, visto que os acompanhamentos dos pratos sao batata frita e salada. Se quiser experimentar algo tradicional como migas tem de pedir/pagar a parte. A lista de sobremesas Esperava-se alguma rapidez, coisa que nao aconteceu... No entanto gastronomicamente sem surpreender foi agradavel. Economico e tipico.",3,negative,mesmo tempo,agosto,2018
5454,"Tem uma nova gerencia. A casa foi remodelada, tem um ar mais fresco. Os funcionarios sao muito simpaticos, a comida continua excelente e muito saborosa. A tomatada estava espectacular. Penso que o preco esta um pouco elevado para o local.",3,positive,Jantar e pequeno-almoco,julho,2018
5455,Teem que experimentar muito bom!! Eu comi sapas de cacao muito bem confeccionado e em quantidade mais que suficiente daria para duas pessoas mas eu como muito fantastico parabens,3,positive,ambiente historico,agosto,2018
5456,Nao foi das melhores visitas que tive a este restaurante...em tempos era impecavel.. ...mas foi muito triste...perdeu muito a sua qualidade,3,positive,toque de requinte,julho,2018
5457,"Era dos melhores restaurantes de Beja, na ultima vez que la fui foi sofrivel. O tempo de espera, a qualidade da comida. a nao repetir",3,positive,staff atento,agosto,2018
5458,"A verdade e que a comida ate estava bem confecionada, mas o servico e pessimo. E preciso ser dinamico com os clientes para fazer com que regressem.",3,positive,atento e simpatico,julho,2018
5459,Muito ma Pessimo atendimento e uma ementa muito fraca. Empregados lentos e nada simpaticos Nao recomendo,3,positive,pequeno-almoco num ambiente,julho,2018
5460,"Recomendo. Doses generosas, comida muito bem confessionada, preco acessivel. Podia ter mais pratos tipicos alentejanos, neste dia, tipico so o gaspacho.",3,positive,delicioso,julho,2018
5461,Boa relacao preco /qualidade. Restaurante simples para quem pretende boa comida sem grandes preciosismos. Empregados bastante simpaticos.,3,negative,Jantar,julho,2018
5462,"Estavamos de visita a Beja e queriamos experimentar a gastronomia local... Tentamos outro restaurante mas estava lotado... Achamos que a carta deixava muito a desejar, pedimos lombinhos de porco preto, mas a carne, apesar de saborosa, estava muito seca e o arroz insosso. Mas o Tipico,  bom e barato , como o Portugues gosta. Doses bem servidas.  Pedimos secretos , uma dose deu para 2 pessoas.  Bom atendimento,  e volto de certeza quando visitar Beja novamente.",3,positive,historico,abril,2018
5463,"Infelizmente depois de mudar a gerencia, aquilo que era um dos melhores restaurantes de Beja, tornou-se no pior.",3,negative,servido,marco,2018
5464,"Demorou 1:10h a servir. Bitoque para as criancas, bife da vazia para um dos adultos. Chocos com tinta para o outro.  A carne dos bitoques seca e dura. Bife da vazia apesar do pedido de medio veio seca e durissima e com um final a Eramos 5 pessoas e o pedido era de 5 pratos, 2 meias de cozido, 2 meias de lulas e 1 omelete. As lulas nunca apareceram na mesa, digo ainda vimos as lulas voar para outra mesa e passados 30 minutos fomos informados que ja nao Excelente,sem palavras indescritivel. Servico de excelencia, com Doses muito bem servidas e comida tradicional de excelente qualidade e sabor",3,positive,requinte,agosto,2017
5465,Boa comida. As doses sao bem aviadas ( tem avondo) que significa bastante. O espaco nao e muito amplo. Dai telefonar antes!,3,positive,staff,julho,2017
5466,Se estiver com disposicao para esperar (restaurante sempre com muita gente) entao pode ter uma refeicao com pratos de confeccao e sabor caseiro. Preco muito equilibrado,3,positive,pequeno-almoco,setembro,2017
5467,"Tem um ambiente agradavel ,simples e simpatico. Preco justo e sobremesas tipicas alentejanas. Delicioso pao de rala.",3,positive,ambiente,julho,2017
5468,"Restaurante honesto, boa comida, os pratos do dia usualmente acabam a hora de almoco. Boa carne e peixe para grelhar. Bom preco e quantidade. Ementa algo limitada mas faz parte do sitio. Um excelente queijo seco e boa imperial. Sempre que vamos a Beja passamos Qualidade preco excelente, atendimento muito personalizado com muita atencao pelos proprietarios, comida excelente e preco uma agradavel surpresa",3,positive,toque,junho,2017
5469,"Restaurante modesto, com ambiente castico, de comida regional alentejana e servico competente e muito simpatico. Lamentavelmente, sendo um restaurante de comida tipica alentejana so tinha carnes para grelhar, nao havendo pratos com outros tipos de confeccao, tao tipicos do Alentejo.",3,positive,atento,maio,2017
5470,"A carta e confusa, tem mais pratos escrito ingles do que em portugues. A carta de vinhos so tem 2 ou 3 dos 10 ou 20 disponiveis o que e uma surpresa na conta. Esperamos 30 min por um caldo de sopa para a bebe Este e daqueles sitios que serve bem e tem uma boa relacao preco qualidade. Bastante variedade de comida portuguesa. Fomos bem atendidos, quer no que respeita a simpatia, quer no que concerne a rapidez e aconselhamento. Este e daqueles sitios que estava cheio de  clientes Restaurante pequeno no centro de Beja. Comida caseira a precos muito acessiveis. Jantamos mista de porco preto e entremeada grelhada. Estava muito bom e bem servido. Os funcionarios sao atenciosos mas pouco simpaticos. De sobremesa experimentamos uma mousse de chocolate caseira deliciosa e um bolo Mais uma vez estivemos em Beja e jantamos aqui varias vezes. A comida mantem-se muito, muito boa. O servico igualmente muito bom. Simpatia a rodos. Os precos sao do outro mundo. Recomendamos e, de certeza, voltaremos quando por ali andarmos.",3,positive,Espaco requintado,abril,2017
5471,"Chegamos ao restaurante e 3 empregados olharam para nos e nem houve feed back de nenhum, tive de perguntar 2 x ao mesmo empregado se teria mesa para 2, ao que resposta muito rude, que ele teria de ver se sim ou nao, limpeza precaria Espaco muito simples, com servico rapido e boa comida. Umas optimas espetadas de lulas e camarao e uma picanha tambem muito boa. Optimos precos e bem localizado.",3,negative,decorado e unico,abril,2017
5472,"Bom servico Atendimento rapido e denotando disponibilidade . Ambiente calmo ,familiar Comida mediterranica e,sobretudo a regional bem cozinhada. Preco acessivel para muitas bolsas.",3,positive,Beja,abril,2017
5473,"Casa simples e simpatica. O luxo vem no prato. Excelentes as presas de porco iberico. Vinho da casa muito bom. Um belo presunto de entrada, sobremesas alentejanas e um excelente preco.",3,positive,Staff muito atencioso,marco,2017
5474,"Casa num local central de Beja, nao muito espacosa mas com qualidade na comida e no servico. Servico rapido e competente, boa comida alentejana.",3,positive,simpatico e profissional,dezembro,2016
5475,Comida excelente bom ambiente e muita simpatia e bons precos . Comida com qualidade e bem servida! Aconselho vivamente.,3,positive,Espaco,dezembro,2016
5476,Tem avondo,3,positive,requintado,outubro,2016
5477,"tipica alentejana, sempre com aquele pormenor que so se encontra no Alentejo. Recomendo. Ainda por cima e barato. Fica junto ao Tribunal.",3,positive,decorado,julho,2016
